specialty_code;profile;institution_name;education_form;funding;category;plan_places;current_places;fraction
Sp 09.04.04;Программная инженерия;УУНиТ;Очная;Бюджетная основа;Целевая;1;0;0.0
Sp 09.05.01;Применение и эксплуатация автоматизированных систем специального назначения;УУНиТ;Очная;Бюджетная основа;Общая;20;3;0.15
Sp 09.05.01;Применение и эксплуатация автоматизированных систем специального назначения;УУНиТ;Очная;Бюджетная основа;Особая;2;0;0.0
Sp 09.05.01;Применение и эксплуатация автоматизированных систем специального назначения;УУНиТ;Очная;Бюджетная основа;Отдельная;2;0;0.0
Sp 09.05.01;Применение и эксплуатация автоматизированных систем специального назначения;УУНиТ;Очная;Бюджетная основа;Целевая;10;0;0.0
Sp 10.03.01;Безопасность автоматизированных систем (по отрасли или в сфере профессиональной деятельности);УУНиТ;Очная;Бюджетная основа;Общая;60;36;0.6
Sp 10.03.01;Безопасность автоматизированных систем (по отрасли или в сфере профессиональной деятельности);УУНиТ;Очная;Бюджетная основа;Особая;6;4;0.6666666666666666
Sp 10.03.01;Безопасность автоматизированных систем (по отрасли или в сфере профессиональной деятельности);УУНиТ;Очная;Бюджетная основа;Отдельная;6;0;0.0
Sp 10.03.01;Безопасность автоматизированных систем (по отрасли или в сфере профессиональной деятельности);УУНиТ;Очная;Бюджетная основа;Целевая;17;5;0.29411764705882354
Sp 10.03.01;Организация и технологии защиты информации (в системе государственного и муниципального управления);УУНиТ;Очная;Бюджетная основа;Общая;30;7;0.23333333333333334
Sp 10.03.01;Организация и технологии защиты информации (в системе государственного и муниципального управления);УУНиТ;Очная;Бюджетная основа;Особая;3;0;0.0
Sp 10.03.01;Организация и технологии защиты информации (в системе государственного и муниципального управления);УУНиТ;Очная;Бюджетная основа;Отдельная;3;0;0.0
Sp 10.03.01;Организация и технологии защиты информации (в системе государственного и муниципального управления);УУНиТ;Очная;Бюджетная основа;Целевая;9;2;0.2222222222222222
Sp 10.03.01;Информационная безопасность (Нефтекамск);Филиал в г. Нефтекамск;Очная;Бюджетная основа;Общая;25;19;0.76
Sp 10.03.01;Информационная безопасность (Нефтекамск);Филиал в г. Нефтекамск;Очная;Бюджетная основа;Особая;3;1;0.3333333333333333
Sp 10.03.01;Информационная безопасность (Нефтекамск);Филиал в г. Нефтекамск;Очная;Бюджетная основа;Отдельная;3;0;0.0
Sp 10.03.01;Информационная безопасность (Нефтекамск);Филиал в г. Нефтекамск;Очная;Бюджетная основа;Целевая;8;1;0.125
Sp 10.04.01;Информационная безопасность;УУНиТ;Очная;Бюджетная основа;Общая;12;6;0.5
Sp 10.04.01;Информационная безопасность;УУНиТ;Очная;Бюджетная основа;Целевая;2;0;0.0
Sp 10.05.05;Организация и технологии защиты информации для предприятий ОПК;УУНиТ;Очная;Бюджетная основа;Общая;25;7;0.28
Sp 10.05.05;Организация и технологии защиты информации для предприятий ОПК;УУНиТ;Очная;Бюджетная основа;Особая;3;0;0.0
Sp 10.05.05;Организация и технологии защиты информации для предприятий ОПК;УУНиТ;Очная;Бюджетная основа;Отдельная;3;2;0.6666666666666666
Sp 10.05.05;Организация и технологии защиты информации для предприятий ОПК;УУНиТ;Очная;Бюджетная основа;Целевая;2;0;0.0
Sp 10.05.05;Организация и технологии защиты информации (в сфере государственного управления);УУНиТ;Очная;Бюджетная основа;Общая;27;7;0.25925925925925924
Sp 10.05.05;Организация и технологии защиты информации (в сфере государственного управления);УУНиТ;Очная;Бюджетная основа;Особая;3;0;0.0
Sp 10.05.05;Организация и технологии защиты информации (в сфере государственного управления);УУНиТ;Очная;Бюджетная основа;Отдельная;3;0;0.0
Sp 10.05.05;Организация и технологии защиты информации (в сфере государственного управления);УУНиТ;Очная;Бюджетная основа;Целевая;3;0;0.0
Sp 11.03.02;Цифровизация, автоматизация и связь;УУНиТ;Очная;Бюджетная основа;Общая;25;4;0.16
Sp 11.03.02;Цифровизация, автоматизация и связь;УУНиТ;Очная;Бюджетная основа;Особая;3;1;0.3333333333333333
Sp 11.03.02;Цифровизация, автоматизация и связь;УУНиТ;Очная;Бюджетная основа;Отдельная;3;0;0.0
Sp 11.03.02;Цифровизация, автоматизация и связь;УУНиТ;Очная;Бюджетная основа;Целевая;2;1;0.5
Sp 11.03.02;Оптические системы и сети связи;УУНиТ;Очная;Бюджетная основа;Общая;25;3;0.12
Sp 11.03.02;Оптические системы и сети связи;УУНиТ;Очная;Бюджетная основа;Особая;3;1;0.3333333333333333
Sp 11.03.02;Оптические системы и сети связи;УУНиТ;Очная;Бюджетная основа;Отдельная;3;0;0.0
Sp 11.03.02;Оптические системы и сети связи;УУНиТ;Очная;Бюджетная основа;Целевая;3;0;0.0
Sp 11.03.02;Оптические системы и сети связи;УУНиТ;Заочная;Бюджетная основа;Общая;20;12;0.6
Sp 11.03.02;Оптические системы и сети связи;УУНиТ;Заочная;Бюджетная основа;Особая;2;0;0.0
Sp 11.03.02;Оптические системы и сети связи;УУНиТ;Заочная;Бюджетная основа;Отдельная;2;1;0.5
Sp 11.03.02;Оптические системы и сети связи;УУНиТ;Заочная;Бюджетная основа;Целевая;1;0;0.0
Sp 11.03.04;Промышленная электроника;УУНиТ;Очная;Бюджетная основа;Общая;25;2;0.08
Sp 11.03.04;Промышленная электроника;УУНиТ;Очная;Бюджетная основа;Особая;3;0;0.0
Sp 11.03.04;Промышленная электроника;УУНиТ;Очная;Бюджетная основа;Отдельная;3;0;0.0
Sp 11.03.04;Промышленная электроника;УУНиТ;Очная;Бюджетная основа;Целевая;3;0;0.0
Sp 11.03.04;Электронные приборы и автоматизированные системы;УУНиТ;Очная;Бюджетная основа;Общая;25;6;0.24
Sp 11.03.04;Электронные приборы и автоматизированные системы;УУНиТ;Очная;Бюджетная основа;Особая;3;0;0.0
Sp 11.03.04;Электронные приборы и автоматизированные системы;УУНиТ;Очная;Бюджетная основа;Отдельная;3;0;0.0
Sp 11.03.04;Электронные приборы и автоматизированные системы;УУНиТ;Очная;Бюджетная основа;Целевая;2;1;0.5
Sp 11.04.02;Инфокоммуникационные технологии и системы связи;УУНиТ;Очная;Бюджетная основа;Общая;14;4;0.2857142857142857
Sp 11.04.02;Инфокоммуникационные технологии и системы связи;УУНиТ;Очная;Бюджетная основа;Целевая;3;0;0.0
Sp 11.04.04;Электроника и наноэлектроника;УУНиТ;Очная;Бюджетная основа;Общая;12;2;0.16666666666666666
Sp 11.04.04;Электроника и наноэлектроника;УУНиТ;Очная;Бюджетная основа;Целевая;2;0;0.0
Sp 11.05.04;Инфокоммуникационные технологии и системы специальной связи;УУНиТ;Очная;Бюджетная основа;Общая;40;2;0.05
Sp 11.05.04;Инфокоммуникационные технологии и системы специальной связи;УУНиТ;Очная;Бюджетная основа;Особая;4;0;0.0
Sp 11.05.04;Инфокоммуникационные технологии и системы специальной связи;УУНиТ;Очная;Бюджетная основа;Отдельная;4;0;0.0
Sp 11.05.04;Инфокоммуникационные технологии и системы специальной связи;УУНиТ;Очная;Бюджетная основа;Целевая;20;0;0.0
Sp 12.03.01;Приборостроение;УУНиТ;Очная;Бюджетная основа;Общая;24;3;0.125
Sp 12.03.01;Приборостроение;УУНиТ;Очная;Бюджетная основа;Особая;3;0;0.0
Sp 12.03.01;Приборостроение;УУНиТ;Очная;Бюджетная основа;Отдельная;3;0;0.0
Sp 12.03.01;Приборостроение;УУНиТ;Очная;Бюджетная основа;Целевая;5;1;0.2
Sp 12.03.04;Биотехнические системы и технологии;УУНиТ;Очная;Бюджетная основа;Общая;26;4;0.15384615384615385
Sp 12.03.04;Биотехнические системы и технологии;УУНиТ;Очная;Бюджетная основа;Особая;3;0;0.0
Sp 12.03.04;Биотехнические системы и технологии;УУНиТ;Очная;Бюджетная основа;Отдельная;3;0;0.0
Sp 12.03.04;Биотехнические системы и технологии;УУНиТ;Очная;Бюджетная основа;Целевая;1;0;0.0
Sp 12.04.01;Приборостроение;УУНиТ;Очная;Бюджетная основа;Общая;13;12;0.9230769230769231
Sp 12.04.01;Приборостроение;УУНиТ;Очная;Бюджетная основа;Целевая;1;0;0.0
Sp 12.04.04;Биотехнические системы и технологии;УУНиТ;Очная;Бюджетная основа;Общая;15;7;0.4666666666666667
Sp 12.04.04;Биотехнические системы и технологии;УУНиТ;Очная;Бюджетная основа;Целевая;2;0;0.0
Sp 13.03.01;Теплоэнергетика и теплотехника;УУНиТ;Очная;Бюджетная основа;Общая;25;3;0.12
Sp 13.03.01;Теплоэнергетика и теплотехника;УУНиТ;Очная;Бюджетная основа;Особая;3;0;0.0
Sp 13.03.01;Теплоэнергетика и теплотехника;УУНиТ;Очная;Бюджетная основа;Отдельная;3;0;0.0
Sp 13.03.01;Теплоэнергетика и теплотехника;УУНиТ;Очная;Бюджетная основа;Целевая;5;0;0.0
Sp 13.03.02;Электроэнергетика и электротехника;УУНиТ;Очная;Бюджетная основа;Общая;50;11;0.22
Sp 13.03.02;Электроэнергетика и электротехника;УУНиТ;Очная;Бюджетная основа;Особая;5;0;0.0
Sp 13.03.02;Электроэнергетика и электротехника;УУНиТ;Очная;Бюджетная основа;Отдельная;5;0;0.0
Sp 13.03.02;Электроэнергетика и электротехника;УУНиТ;Очная;Бюджетная основа;Целевая;10;0;0.0
Sp 13.03.03;Энергетическое машиностроение;УУНиТ;Очная;Бюджетная основа;Общая;60;12;0.2
Sp 13.03.03;Энергетическое машиностроение;УУНиТ;Очная;Бюджетная основа;Особая;6;0;0.0
Sp 13.03.03;Энергетическое машиностроение;УУНиТ;Очная;Бюджетная основа;Отдельная;6;0;0.0
Sp 13.03.03;Энергетическое машиностроение;УУНиТ;Очная;Бюджетная основа;Целевая;9;0;0.0
Sp 13.04.01;Теплоэнергетика и теплотехника;УУНиТ;Очная;Бюджетная основа;Общая;8;3;0.375
Sp 13.04.01;Теплоэнергетика и теплотехника;УУНиТ;Очная;Бюджетная основа;Целевая;1;0;0.0
Sp 13.04.02;Технология электродвижения;УУНиТ;Очная;Бюджетная основа;Общая;20;12;0.6
Sp 13.04.02;Технология электродвижения;УУНиТ;Очная;Бюджетная основа;Целевая;4;0;0.0
Sp 13.04.03;Энергетическое машиностроение;УУНиТ;Очная;Бюджетная основа;Общая;16;10;0.625
Sp 13.04.03;Энергетическое машиностроение;УУНиТ;Очная;Бюджетная основа;Целевая;2;0;0.0
Sp 13.05.02;Специальные электромеханические системы;УУНиТ;Очная;Бюджетная основа;Общая;40;4;0.1
Sp 13.05.02;Специальные электромеханические системы;УУНиТ;Очная;Бюджетная основа;Особая;4;0;0.0
Sp 13.05.02;Специальные электромеханические системы;УУНиТ;Очная;Бюджетная основа;Отдельная;4;0;0.0
Sp 13.05.02;Специальные электромеханические системы;УУНиТ;Очная;Бюджетная основа;Целевая;20;3;0.15
Sp 15.03.01;Машиностроение;УУНиТ;Очная;Бюджетная основа;Общая;60;10;0.16666666666666666
Sp 15.03.01;Машиностроение;УУНиТ;Очная;Бюджетная основа;Особая;6;0;0.0
Sp 15.03.01;Машиностроение;УУНиТ;Очная;Бюджетная основа;Отдельная;6;0;0.0
Sp 15.03.01;Машиностроение;УУНиТ;Очная;Бюджетная основа;Целевая;12;0;0.0
Sp 15.03.02;Мехатронные станочные системы в цифровом производстве;УУНиТ;Очная;Бюджетная основа;Общая;20;3;0.15
Sp 15.03.02;Мехатронные станочные системы в цифровом производстве;УУНиТ;Очная;Бюджетная основа;Особая;2;0;0.0
Sp 15.03.02;Мехатронные станочные системы в цифровом производстве;УУНиТ;Очная;Бюджетная основа;Отдельная;2;0;0.0
Sp 15.03.02;Мехатронные станочные системы в цифровом производстве;УУНиТ;Очная;Бюджетная основа;Целевая;2;1;0.5
Sp 15.03.02;Инжиниринг технологического оборудования;УУНиТ;Очно-заочная;Бюджетная основа;Общая;25;3;0.12
Sp 15.03.02;Инжиниринг технологического оборудования;УУНиТ;Очно-заочная;Бюджетная основа;Особая;3;0;0.0
Sp 15.03.02;Инжиниринг технологического оборудования;УУНиТ;Очно-заочная;Бюджетная основа;Отдельная;3;0;0.0
Sp 15.03.02;Инжиниринг технологического оборудования;УУНиТ;Очно-заочная;Бюджетная основа;Целевая;2;1;0.5
Sp 15.03.02;Инжиниринг технологического оборудования;УУНиТ;Заочная;Бюджетная основа;Общая;25;24;0.96
Sp 15.03.02;Инжиниринг технологического оборудования;УУНиТ;Заочная;Бюджетная основа;Особая;3;2;0.6666666666666666
Sp 15.03.02;Инжиниринг технологического оборудования;УУНиТ;Заочная;Бюджетная основа;Отдельная;3;2;0.6666666666666666
Sp 15.03.02;Инжиниринг технологического оборудования;УУНиТ;Заочная;Бюджетная основа;Целевая;3;3;1.0
Sp 15.03.03;Прикладная механика;УУНиТ;Очная;Бюджетная основа;Общая;20;4;0.2
Sp 15.03.03;Прикладная механика;УУНиТ;Очная;Бюджетная основа;Особая;2;0;0.0
Sp 15.03.03;Прикладная механика;УУНиТ;Очная;Бюджетная основа;Отдельная;2;0;0.0
Sp 15.03.03;Прикладная механика;УУНиТ;Очная;Бюджетная основа;Целевая;2;0;0.0
Sp 15.03.04;Автоматизация технологических процессов и производств;УУНиТ;Очная;Бюджетная основа;Общая;45;12;0.26666666666666666
Sp 15.03.04;Автоматизация технологических процессов и производств;УУНиТ;Очная;Бюджетная основа;Особая;5;1;0.2
Sp 15.03.04;Автоматизация технологических процессов и производств;УУНиТ;Очная;Бюджетная основа;Отдельная;5;0;0.0
Sp 15.03.04;Автоматизация технологических процессов и производств;УУНиТ;Очная;Бюджетная основа;Целевая;7;3;0.42857142857142855
Sp 15.03.04;Автоматизация технологических процессов и производств (Ишимбай);Филиал в г. Ишимбае;Очная;Бюджетная основа;Общая;15;4;0.26666666666666666
Sp 15.03.04;Автоматизация технологических процессов и производств (Ишимбай);Филиал в г. Ишимбае;Очная;Бюджетная основа;Особая;2;0;0.0
Sp 15.03.04;Автоматизация технологических процессов и производств (Ишимбай);Филиал в г. Ишимбае;Очная;Бюджетная основа;Отдельная;2;0;0.0
Sp 15.03.04;Автоматизация технологических процессов и производств (Ишимбай);Филиал в г. Ишимбае;Очная;Бюджетная основа;Целевая;2;0;0.0
Sp 15.03.04;Автоматизация технологических процессов и производств (Кумертау);Филиал в г. Кумертау;Очная;Бюджетная основа;Общая;15;15;1.0
Sp 15.03.04;Автоматизация технологических процессов и производств (Кумертау);Филиал в г. Кумертау;Очная;Бюджетная основа;Особая;2;0;0.0
Sp 15.03.04;Автоматизация технологических процессов и производств (Кумертау);Филиал в г. Кумертау;Очная;Бюджетная основа;Отдельная;2;0;0.0
Sp 15.03.04;Автоматизация технологических процессов и производств (Кумертау);Филиал в г. Кумертау;Очная;Бюджетная основа;Целевая;2;0;0.0
Sp 15.03.05;Конструкторско-технологическое обеспечение машиностроительных производств;УУНиТ;Очная;Бюджетная основа;Общая;30;8;0.26666666666666666
Sp 15.03.05;Конструкторско-технологическое обеспечение машиностроительных производств;УУНиТ;Очная;Бюджетная основа;Особая;3;0;0.0
Sp 15.03.05;Конструкторско-технологическое обеспечение машиностроительных производств;УУНиТ;Очная;Бюджетная основа;Отдельная;3;0;0.0
Sp 15.03.05;Конструкторско-технологическое обеспечение машиностроительных производств;УУНиТ;Очная;Бюджетная основа;Целевая;9;2;0.2222222222222222
Sp 15.03.05;Конструкторско-технологическое обеспечение машиностроительных производств;УУНиТ;Заочная;Бюджетная основа;Общая;15;10;0.6666666666666666
Sp 15.03.05;Конструкторско-технологическое обеспечение машиностроительных производств;УУНиТ;Заочная;Бюджетная основа;Особая;2;0;0.0
Sp 15.03.05;Конструкторско-технологическое обеспечение машиностроительных производств;УУНиТ;Заочная;Бюджетная основа;Отдельная;2;0;0.0
Sp 15.03.05;Конструкторско-технологическое обеспечение машиностроительных производств;УУНиТ;Заочная;Бюджетная основа;Целевая;5;2;0.4
Sp 15.03.05;Конструкторско-технологическое обеспечение машиностроительных производств (ВФ при УМПО);УУНиТ;Очно-заочная;Бюджетная основа;Общая;25;18;0.72
Sp 15.03.05;Конструкторско-технологическое обеспечение машиностроительных производств (ВФ при УМПО);УУНиТ;Очно-заочная;Бюджетная основа;Особая;3;0;0.0
Sp 15.03.05;Конструкторско-технологическое обеспечение машиностроительных производств (ВФ при УМПО);УУНиТ;Очно-заочная;Бюджетная основа;Отдельная;3;0;0.0
Sp 15.03.05;Конструкторско-технологическое обеспечение машиностроительных производств (ВФ при УМПО);УУНиТ;Очно-заочная;Бюджетная основа;Целевая;8;4;0.5
Sp 15.03.05;Конструкторско-технологическое обеспечение машиностроительных производств (Кумертау);Филиал в г. Кумертау;Очно-заочная;Бюджетная основа;Общая;20;13;0.65
Sp 15.03.05;Конструкторско-технологическое обеспечение машиностроительных производств (Кумертау);Филиал в г. Кумертау;Очно-заочная;Бюджетная основа;Особая;2;0;0.0
Sp 15.03.05;Конструкторско-технологическое обеспечение машиностроительных производств (Кумертау);Филиал в г. Кумертау;Очно-заочная;Бюджетная основа;Отдельная;2;0;0.0
Sp 15.03.05;Конструкторско-технологическое обеспечение машиностроительных производств (Кумертау);Филиал в г. Кумертау;Очно-заочная;Бюджетная основа;Целевая;6;0;0.0
Sp 15.03.06;Мехатроника и робототехника;УУНиТ;Очная;Бюджетная основа;Общая;25;6;0.24
Sp 15.03.06;Мехатроника и робототехника;УУНиТ;Очная;Бюджетная основа;Особая;3;0;0.0
Sp 15.03.06;Мехатроника и робототехника;УУНиТ;Очная;Бюджетная основа;Отдельная;3;1;0.3333333333333333
Sp 15.03.06;Мехатроника и робототехника;УУНиТ;Очная;Бюджетная основа;Целевая;3;1;0.3333333333333333
Sp 15.04.01;Машиностроение;УУНиТ;Очная;Бюджетная основа;Общая;6;1;0.16666666666666666
Sp 15.04.01;Машиностроение;УУНиТ;Очная;Бюджетная основа;Целевая;1;0;0.0
Sp 15.04.02;Инжиниринг технологического оборудования химического и нефтехимического производства;УУНиТ;Очная;Бюджетная основа;Общая;15;13;0.8666666666666667
Sp 15.04.02;Инжиниринг технологического оборудования химического и нефтехимического производства;УУНиТ;Очно-заочная;Бюджетная основа;Общая;15;8;0.5333333333333333
Sp 15.04.02;Инжиниринг технологического оборудования химического и нефтехимического производства;УУНиТ;Очно-заочная;Бюджетная основа;Целевая;1;0;0.0
Sp 15.04.02;Инжиниринг технологического оборудования химического и нефтехимического производства;УУНиТ;Очная;Бюджетная основа;Целевая;2;0;0.0
Sp 15.04.04;Автоматизация технологических процессов и производств;УУНиТ;Очная;Бюджетная основа;Общая;7;3;0.42857142857142855
Sp 15.04.04;Автоматизация технологических процессов и производств;УУНиТ;Очная;Бюджетная основа;Целевая;1;0;0.0
Sp 15.04.05;Конструкторско-технологическое обеспечение машиностроительных производств;УУНиТ;Очная;Бюджетная основа;Общая;7;1;0.14285714285714285
Sp 15.04.05;Конструкторско-технологическое обеспечение машиностроительных производств;УУНиТ;Очная;Бюджетная основа;Целевая;1;1;1.0
Sp 15.04.06;Мехатроника и робототехника;УУНиТ;Очная;Бюджетная основа;Общая;7;1;0.14285714285714285
Sp 15.04.06;Мехатроника и робототехника;УУНиТ;Очная;Бюджетная основа;Целевая;1;0;0.0
Sp 15.05.01;Проектирование технологических машин и комплексов;УУНиТ;Очная;Бюджетная основа;Общая;20;11;0.55
Sp 15.05.01;Проектирование технологических машин и комплексов;УУНиТ;Очная;Бюджетная основа;Особая;2;0;0.0
Sp 15.05.01;Проектирование технологических машин и комплексов;УУНиТ;Очная;Бюджетная основа;Отдельная;2;0;0.0
Sp 15.05.01;Проектирование технологических машин и комплексов;УУНиТ;Очная;Бюджетная основа;Целевая;6;0;0.0
Sp 18.03.01;Химическая технология;УУНиТ;Очная;Бюджетная основа;Общая;25;2;0.08
Sp 18.03.01;Химическая технология;УУНиТ;Очная;Бюджетная основа;Особая;3;1;0.3333333333333333
Sp 18.03.01;Химическая технология;УУНиТ;Очная;Бюджетная основа;Отдельная;3;0;0.0
Sp 18.03.01;Химическая технология;УУНиТ;Очная;Бюджетная основа;Целевая;3;0;0.0
Sp 19.03.01;Биотехнология;УУНиТ;Очно-заочная;Бюджетная основа;Общая;25;2;0.08
Sp 19.03.01;Биотехнология;УУНиТ;Очно-заочная;Бюджетная основа;Особая;3;0;0.0
Sp 19.03.01;Биотехнология;УУНиТ;Очно-заочная;Бюджетная основа;Отдельная;3;0;0.0
Sp 19.03.01;Биотехнология;УУНиТ;Очно-заочная;Бюджетная основа;Целевая;3;0;0.0
Sp 20.03.01;Техносферная безопасность;УУНиТ;Очная;Бюджетная основа;Общая;30;6;0.2
Sp 20.03.01;Техносферная безопасность;УУНиТ;Очная;Бюджетная основа;Особая;3;0;0.0
Sp 20.03.01;Техносферная безопасность;УУНиТ;Очная;Бюджетная основа;Отдельная;3;0;0.0
Sp 20.03.01;Техносферная безопасность;УУНиТ;Очная;Бюджетная основа;Целевая;3;1;0.3333333333333333
Sp 20.03.01;Безопасность жизнедеятельности в техносфере;УУНиТ;Очная;Бюджетная основа;Общая;15;0;0.0
Sp 20.03.01;Безопасность жизнедеятельности в техносфере;УУНиТ;Очная;Бюджетная основа;Особая;2;0;0.0
Sp 20.03.01;Безопасность жизнедеятельности в техносфере;УУНиТ;Очная;Бюджетная основа;Отдельная;2;0;0.0
Sp 20.03.01;Безопасность жизнедеятельности в техносфере;УУНиТ;Очная;Бюджетная основа;Целевая;2;0;0.0
Sp 20.03.01;Инженерная защита окружающей среды (Бирск);Филиал в г. Бирск;Очная;Бюджетная основа;Общая;11;7;0.6363636363636364
Sp 20.03.01;Инженерная защита окружающей среды (Бирск);Филиал в г. Бирск;Очная;Бюджетная основа;Особая;2;0;0.0
Sp 20.03.01;Инженерная защита окружающей среды (Бирск);Филиал в г. Бирск;Очная;Бюджетная основа;Отдельная;2;0;0.0
Sp 20.03.01;Инженерная защита окружающей среды (Бирск);Филиал в г. Бирск;Очная;Бюджетная основа;Целевая;1;0;0.0
Sp 20.03.01;Инженерная защита окружающей среды (Бирск);Филиал в г. Бирск;Заочная;Бюджетная основа;Общая;10;10;1.0
Sp 20.03.01;Инженерная защита окружающей среды (Бирск);Филиал в г. Бирск;Заочная;Бюджетная основа;Особая;1;0;0.0
Sp 20.03.01;Инженерная защита окружающей среды (Бирск);Филиал в г. Бирск;Заочная;Бюджетная основа;Отдельная;1;0;0.0
Sp 20.03.01;Инженерная защита окружающей среды (Бирск);Филиал в г. Бирск;Заочная;Бюджетная основа;Целевая;1;0;0.0
Sp 20.05.01;Пожарная безопасность;УУНиТ;Очная;Бюджетная основа;Общая;25;9;0.36
Sp 20.05.01;Пожарная безопасность;УУНиТ;Очная;Бюджетная основа;Особая;3;0;0.0
Sp 20.05.01;Пожарная безопасность;УУНиТ;Очная;Бюджетная основа;Отдельная;3;1;0.3333333333333333
Sp 20.05.01;Пожарная безопасность;УУНиТ;Очная;Бюджетная основа;Целевая;5;1;0.2
Sp 22.03.01;Дизайн и экспертиза перспективных материалов и технологий;УУНиТ;Очная;Бюджетная основа;Общая;25;3;0.12
Sp 22.03.01;Дизайн и экспертиза перспективных материалов и технологий;УУНиТ;Очная;Бюджетная основа;Особая;3;0;0.0
Sp 22.03.01;Дизайн и экспертиза перспективных материалов и технологий;УУНиТ;Очная;Бюджетная основа;Отдельная;3;0;0.0
Sp 22.03.01;Дизайн и экспертиза перспективных материалов и технологий;УУНиТ;Очная;Бюджетная основа;Целевая;3;0;0.0
Sp 22.03.01;Конструирование и производство изделий из композиционных материалов;УУНиТ;Очная;Бюджетная основа;Общая;25;2;0.08
Sp 22.03.01;Конструирование и производство изделий из композиционных материалов;УУНиТ;Очная;Бюджетная основа;Особая;3;0;0.0
Sp 22.03.01;Конструирование и производство изделий из композиционных материалов;УУНиТ;Очная;Бюджетная основа;Отдельная;3;0;0.0
Sp 22.03.01;Конструирование и производство изделий из композиционных материалов;УУНиТ;Очная;Бюджетная основа;Целевая;3;0;0.0
Sp 22.03.01;Конструирование и производство изделий из композиционных материалов;УУНиТ;Очно-заочная;Бюджетная основа;Общая;25;5;0.2
Sp 22.03.01;Конструирование и производство изделий из композиционных материалов;УУНиТ;Очно-заочная;Бюджетная основа;Особая;3;0;0.0
Sp 22.03.01;Конструирование и производство изделий из композиционных материалов;УУНиТ;Очно-заочная;Бюджетная основа;Отдельная;3;0;0.0
Sp 22.03.01;Конструирование и производство изделий из композиционных материалов;УУНиТ;Очно-заочная;Бюджетная основа;Целевая;2;1;0.5
Sp 22.04.01;Неразрушающий контроль;УУНиТ;Очная;Бюджетная основа;Общая;12;6;0.5
Sp 22.04.01;Неразрушающий контроль;УУНиТ;Очная;Бюджетная основа;Целевая;1;0;0.0
Sp 23.03.03;Эксплуатация транспортно-технологических машин и комплексов (Сибай);Филиал в г. Сибай;Очная;Бюджетная основа;Общая;16;14;0.875
Sp 23.03.03;Эксплуатация транспортно-технологических машин и комплексов (Сибай);Филиал в г. Сибай;Очная;Бюджетная основа;Особая;2;0;0.0
Sp 23.03.03;Эксплуатация транспортно-технологических машин и комплексов (Сибай);Филиал в г. Сибай;Очная;Бюджетная основа;Отдельная;2;0;0.0
Sp 23.03.03;Эксплуатация транспортно-технологических машин и комплексов (Сибай);Филиал в г. Сибай;Очная;Бюджетная основа;Целевая;2;0;0.0
Sp 23.05.01;Наземные транспортно-технологические средства;УУНиТ;Очная;Бюджетная основа;Общая;40;6;0.15
Sp 23.05.01;Наземные транспортно-технологические средства;УУНиТ;Очная;Бюджетная основа;Особая;4;1;0.25
Sp 23.05.01;Наземные транспортно-технологические средства;УУНиТ;Очная;Бюджетная основа;Отдельная;4;0;0.0
Sp 23.05.01;Наземные транспортно-технологические средства;УУНиТ;Очная;Бюджетная основа;Целевая;8;0;0.0
Sp 24.03.04;Авиастроение;УУНиТ;Очная;Бюджетная основа;Общая;24;10;0.4166666666666667
Sp 24.03.04;Авиастроение;УУНиТ;Очная;Бюджетная основа;Особая;3;1;0.3333333333333333
Sp 24.03.04;Авиастроение;УУНиТ;Очная;Бюджетная основа;Отдельная;3;0;0.0
Sp 24.03.04;Авиастроение;УУНиТ;Очная;Бюджетная основа;Целевая;10;0;0.0
Sp 24.03.05;Двигатели летательных аппаратов;УУНиТ;Очная;Бюджетная основа;Общая;26;5;0.19230769230769232
Sp 24.03.05;Двигатели летательных аппаратов;УУНиТ;Очная;Бюджетная основа;Особая;3;0;0.0
Sp 24.03.05;Двигатели летательных аппаратов;УУНиТ;Очная;Бюджетная основа;Отдельная;3;1;0.3333333333333333
Sp 24.03.05;Двигатели летательных аппаратов;УУНиТ;Очная;Бюджетная основа;Целевая;8;0;0.0
Sp 24.04.05;Двигатели летательных аппаратов;УУНиТ;Очная;Бюджетная основа;Общая;9;3;0.3333333333333333
Sp 24.04.05;Двигатели летательных аппаратов;УУНиТ;Очная;Бюджетная основа;Целевая;2;0;0.0
Sp 24.05.02;Проектирование авиационных и ракетных двигателей;УУНиТ;Очная;Бюджетная основа;Общая;60;10;0.16666666666666666
Sp 24.05.02;Проектирование авиационных и ракетных двигателей;УУНиТ;Очная;Бюджетная основа;Особая;6;0;0.0
Sp 24.05.02;Проектирование авиационных и ракетных двигателей;УУНиТ;Очная;Бюджетная основа;Отдельная;6;1;0.16666666666666666
Sp 24.05.02;Проектирование авиационных и ракетных двигателей;УУНиТ;Очная;Бюджетная основа;Целевая;16;1;0.0625
Sp 24.05.02;Проектирование авиационных и ракетных двигателей;УУНиТ;Очная;Бюджетная основа;Целевая;20;12;0.6
Sp 24.05.06;Системы управления летательными аппаратами;УУНиТ;Очная;Бюджетная основа;Общая;40;2;0.05
Sp 24.05.06;Системы управления летательными аппаратами;УУНиТ;Очная;Бюджетная основа;Особая;4;1;0.25
Sp 24.05.06;Системы управления летательными аппаратами;УУНиТ;Очная;Бюджетная основа;Отдельная;4;0;0.0
Sp 24.05.06;Системы управления летательными аппаратами;УУНиТ;Очная;Бюджетная основа;Целевая;30;11;0.36666666666666664
